No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
46.36616958611459,2013.0513978326042,5.329003655755214,158.60117738282415,5.860291031164418,25.00095058818315,121.40670797139744,34.78692787994875
239.04937258990844,2013.2016785634598,30.239309579951875,2069.4890293933845,5.677031127302019,24.96344174005459,121.51776836667557,43.94575041123536
354.8003202089341,2013.201603294191,29.752598109721045,3173.539220017019,4.000825686905026,24.8991621004557,121.41940116964146,27.97618769914418
207.44116414957728,2012.9126291068824,28.439809604020095,711.3616878680838,2.746060625689701,24.99747907869174,121.56952720374213,28.55493909508281
364.96261061082816,2013.1585916678218,8.019063508265308,1343.9264939789296,6.213667043926001,24.943293823173043,121.52386005475374,52.1862946114778
228.34679547798845,2013.30846346904,21.787703451486458,-501.7201049214305,5.749441957857625,24.942099036208027,121.5841308932561,45.005241467216
342.8769387900746,2013.0879018257917,0.13702398786902406,40.61446351221634,3.3387125767816483,24.980329569982104,121.49259023314971,35.53825699136208
130.10542149369078,2013.03409015746,14.165438303284565,2400.884811741618,1.3924456907349627,24.968137522979532,121.48283317811523,36.55154494870758
24.267690868264342,2013.143285637008,25.217499478578002,-281.55940701329126,7.535400130008748,25.02849990878037,121.56342971167044,43.17439467457029
126.16170431526204,2012.7533713445036,48.61509339553838,1649.2522934117467,5.9098911528404825,24.872666232547413,121.52107375544658,28.255363676335314
178.17328782023816,2013.565976772119,9.33498799359983,1264.5744178101443,4.37114968371401,24.95063928672577,121.57663402103455,33.02759843495334
84.1943274197693,2013.0903091797716,20.970307322578737,2107.4479670067717,2.957170676269649,24.969596179268436,121.59849639526581,33.771279699334684
214.37867782761887,2013.2527086654748,21.820404564937867,738.1414986897901,4.474277996912703,24.923464865035392,121.61693707580432,40.94964638602132
100.11530756427916,2013.4900902201214,9.632734911466956,1643.997172051232,2.4544888905204805,24.974963889934955,121.58168591286862,54.77514211197812
23.638073236500766,2013.3685843022374,35.90887078303909,901.7707597112525,7.635177774057652,24.87470254148095,121.50657147693144,28.71628559216298
345.20784415685733,2013.4367619877985,3.2377928140282504,575.1115468132484,1.5635712650647424,24.93418489327872,121.49561899172195,59.242692203699654
289.922135187129,2012.9158201142018,27.695372786869836,-172.70193628098636,2.341016393900428,25.027795127719507,121.53508433189512,35.61070581842305
316.57706422861895,2013.420496580551,14.73901088340738,2042.7936243482732,-0.8178127267734598,25.049165544193112,121.53816328193393,41.83988551101718
322.63892142132784,2013.0910634565819,34.853105185522836,703.952839479597,5.3577479271151525,24.992397023059258,121.52773367970013,35.42835855519747
249.64315825728588,2013.2018206905898,20.01843466654214,2176.066844425003,2.287069486709786,24.9495465644683,121.47292105751842,42.158737297228335
187.71952177043696,2013.5970113779208,14.804472609125593,1933.7032613638066,2.2451224001461147,25.00950053989944,121.49087783949082,25.788674175145562
363.89729797929715,2012.982297028856,19.722276193642298,873.0286355825258,3.0597433795896487,24.92034427612349,121.52137945602367,30.232470373727967
-129.85122785248748,2012.8629667799805,27.47572882923113,1060.8807854124502,5.416349578789895,24.939084609201664,121.48421561061991,43.45381924594343
152.7100234895113,2013.4030853816105,21.672812069198553,1019.8589391799653,5.319622438191773,24.95018450844404,121.55029862521131,37.75872256498323
247.8107877953694,2012.8580381659715,6.2121423519130685,959.4896937280672,3.447432757983705,24.886819694357804,121.39850690364872,40.47146716663928
32.591606754812474,2013.2860604896662,11.470334531733183,302.2928516444861,5.627461966567219,24.928069161274927,121.57071906707164,38.7175513013854
-173.49357428105347,2013.5312458706137,40.6926308081928,659.3067533191542,5.55098730796111,24.89394460943189,121.5285572929456,44.80926417038026
236.08047471707795,2012.8759700212206,17.464361568799838,3266.978557845711,7.481404325220277,25.008013395829252,121.5087355453643,32.04815252095241
236.1407208172063,2013.5333868810403,30.210310387415543,1437.4938349846007,1.505193123935917,24.966959127733162,121.45150082201023,34.240487413916114
113.85858550495273,2013.4629630363686,-2.636759381992306,375.50504800316816,1.3150601494997711,24.936814905078958,121.61896296411467,44.79401769339073
119.78144000640351,2013.1802460687197,13.744976898609094,1990.065246870651,1.6276434366417352,24.874201935192527,121.54330092380812,31.683467983180634
139.13540465156825,2012.7114996214252,28.661987746710896,-458.562573279232,7.056261148444379,24.945170724846268,121.55290607935791,66.8502240192001
170.62402608610142,2013.0705716189552,13.17370173217111,-210.84415646747001,4.060363249456374,24.951830514650684,121.59502517563597,72.92738509512485
362.87382372832275,2013.543188104242,-3.820615044288984,1987.9829779180272,3.4272853537897787,25.013820477690828,121.53125983891603,33.52240860314298
198.01320934314793,2012.839123961711,23.23153388779829,-168.12315867214815,8.031006446116406,24.929438432933363,121.54479489523453,48.424867262715985
222.80551171573708,2013.5405615273216,12.002531296422475,1745.7396216676782,8.750745818210882,24.980904218004987,121.48510016452536,51.664610916554686
300.86167065109504,2013.1593980899952,14.948612317951246,755.6941784984118,3.065911304224995,24.9637725025714,121.60617182879089,37.33043856954353
96.29172724217433,2013.3058716697315,11.050695352794335,-282.2945339622017,6.692882135389619,24.901748715377725,121.5000916227448,43.89677531244139
207.68522980647577,2013.383545021985,9.850654785986224,1049.564897043616,4.265028519221518,24.946039218884554,121.52436094630521,44.056330582832274
103.04383148617238,2013.490135322693,12.298608327140348,597.354474861923,6.992880631497901,25.03600550434567,121.5434226775048,51.01023512666201
1.4929227003650902,2012.8302583344057,23.1022606284086,315.26324985632016,6.411179156512284,25.010733586551787,121.51316366492348,25.963463378728314
248.6908964010838,2013.3659445547053,22.26173441615383,552.6852994211245,7.667729636162691,24.985674312514536,121.56272079657204,39.437876090303206
267.8615191266167,2013.328300141655,13.875194267572025,2057.0934237555693,1.4675735805044408,24.968860132871463,121.62873694508403,27.373793603000657
375.43112853207293,2013.1855160107662,33.589772529147496,769.8394786753643,3.561193901818983,24.934697889139454,121.42669005693175,23.127372932639105
311.3832697092044,2013.195278461766,17.474803636465808,452.9494565246171,6.859963404763095,24.960985464642313,121.57502335510016,46.93293158086162
72.5313723409361,2013.2177944095542,28.525177459221347,748.3205553000153,6.962573984223943,25.082977943394717,121.5062599397714,42.45886331460055
205.60303116241303,2012.9367429686013,5.113864676836266,1484.388865602754,4.691598319402241,24.992998090220333,121.58042183809185,29.81739493063916
195.34368302714986,2013.8024899167533,8.055001663778217,459.5950374041312,4.849506507720481,24.973130067801637,121.51179516243003,67.51202968735507
12.68118524656298,2012.8645840963338,14.116351688996525,2053.2193546633466,3.0643397315631447,24.988540438680936,121.5404526995298,37.88625043032002
89.3220651111348,2013.758403185259,26.26147733134869,1869.78332908354,-2.0111081827379937,24.90983299350789,121.57890235895746,20.069248029014837
246.72239136172166,2013.1120073591708,16.39784402262747,2796.6336333566246,-1.6375657472818184,24.99470976769328,121.51258911228064,25.680745722693274
252.48215304730869,2013.6449600771655,18.868602013878263,898.9287212349753,1.6698747024626897,24.84757968393463,121.55905274716233,35.48487122019363
144.34354633728108,2013.1777080612962,6.766426314225417,-516.6412368676912,5.455702601767367,24.94776444001061,121.59614765763317,63.63481055594498
93.87472500566845,2012.9276705275793,35.995230033964404,1475.8980106878105,9.224436126677364,24.94741719325353,121.44632731164742,53.268195804573594
103.58197342246973,2013.3761002337026,14.046749281434442,2213.945424955683,5.6794885218820275,24.949919932606544,121.49317110247425,55.07782818638524
292.6144363358074,2012.8610409262462,33.569671612973,328.74926456498497,3.756999592991803,24.934562667580032,121.51164773794606,30.020055631494944
192.61383530640674,2012.9478056039725,10.141247069771056,1577.5415258919165,0.8223835128903937,24.973169332116218,121.60372102973376,33.899434577021815
407.3018034306947,2012.9122880906275,16.02386362969612,1568.6080463954597,4.576416315657147,25.069218104792572,121.55702563816293,45.02021005740239
133.22611875677524,2013.0610378333474,11.196674399762053,2041.9852789000888,4.231539865455803,24.980370606891476,121.55899881644342,41.74553850839868
76.91655945610223,2013.731759558111,11.115743758116828,2811.8789521150643,2.4954296671999208,25.00568321399631,121.4370006622683,6.634725038826577
313.8674279159117,2012.7228602262917,24.29671887864912,1287.2090013564607,5.442150505454979,24.874386656293044,121.56286071618224,36.06991148453105
6.372970649314243,2013.0725120211698,17.53076249857894,-1025.638448163441,10.285593724136785,24.959729196763256,121.59604284230016,46.86935670467648
382.10678114088654,2013.1667310331843,28.062559670585284,2119.901149050188,-1.4471970139317138,24.906442094466275,121.43277139686246,32.577188931567534
343.15935421236713,2013.1227986923425,20.248771444036635,1861.82806798645,4.371650817290956,24.956294651828788,121.4650206254624,28.538633696667954
217.36807174972523,2012.7312972704044,13.1258661125054,1113.7240792325329,5.183405681817475,24.978551597445634,121.54286944312751,34.69338547083773
151.12432306510348,2013.0802292921862,31.169039350992207,2879.0306876886098,2.2091832483423235,24.993945965922435,121.4458149386632,25.92530927470703
400.5649368138626,2013.3539733817672,10.200543370735621,950.4948293647863,6.004891681501191,24.91836990001924,121.56955100057507,49.265097464653
249.67462333312133,2013.321544646809,7.070263315709197,1962.968240313832,4.413395854622525,25.055721939911443,121.41781895628378,30.771151705316477
262.65437811102964,2013.1755573819432,9.025603547023644,4191.075999957067,-0.43377118646384205,24.932106201183004,121.56932378043322,13.995199460730715
215.44958295294578,2013.290553425401,16.728087753907126,-131.18695859652527,7.399756867137786,24.99441444416974,121.52466037071395,49.33129089274791
74.955203511239,2013.6455553510932,30.89503069761213,1765.2974845601802,5.592387018918274,24.946950538450672,121.56580834134516,58.90626021440157
77.98146818854295,2012.8251934709597,11.465357018380756,4105.791140976792,0.9887990479035904,24.923920428516144,121.48048048978256,14.519598781947561
99.94384472446819,2012.914978013445,30.930291000762942,-148.60184671945836,6.141026760999472,24.922475194389744,121.52863842445282,29.854268828265713
287.95996278373156,2013.2494146282563,24.198916295026738,1333.567995657794,6.839967396596925,24.918413337866536,121.49754767799858,41.0891602378768
196.3520457020718,2013.362100258925,14.101781725354451,571.6300073621564,6.202707280284341,25.03006024446969,121.55699578233275,49.47869314108242
108.84075945213732,2012.9763458904858,1.6790321728002784,658.7818771612957,1.7897202156271745,24.971263012701513,121.52965974981284,55.27950473222062
90.91906274945028,2013.4692913444949,21.261768115720237,3407.2447630866704,4.181223987578901,24.930028698391713,121.51019532021675,5.204877699726714
116.33409285291717,2013.2400471009496,15.97254023665917,267.87806300447085,4.17021417410548,25.05893641145531,121.49439272068595,25.164973488076573
285.7352516646722,2012.9635151620296,23.059371240465666,-1557.6157141129565,4.723612653431231,25.006525990287603,121.47170691743497,61.36531306233685
430.4502253097419,2013.1333016337314,27.508775782964204,1907.5627239009705,3.831584360196754,24.911283457371532,121.42597919204778,44.32334487123233
254.35666715023243,2013.5485594008421,41.42664415375337,1616.7124205049954,2.8291723008280982,25.043250447477295,121.45442376592493,48.40571830249694
-13.47559459071616,2013.4498408708878,2.3661315192682535,1547.3930698754568,6.511445054538966,24.994488313788363,121.56753948739333,25.320242565895054
216.90580135362444,2013.1798517922623,16.919157138049588,1198.5463839194113,4.749580134839768,24.949079257999973,121.51036917382484,38.611739109848116
70.97571702334447,2013.0151244261356,17.84648252291776,1815.1242836664335,-0.098498684718407,24.959500722541566,121.59068894594238,15.26229209691865
